Date,Department,Admissions,Emergency_Cases,ICU_Beds_Total,ICU_Beds_Occupied,General_Beds_Total,General_Beds_Occupied,Doctors_On_Duty,Nurses_On_Duty,Ambulances_Available,Staff_Required,Bed_Occupancy_Percentage
2024-07-09,Orthopedics,31,12,50,12,250,80,5,15,6,20,30.67
2024-07-09,Pediatrics,34,13,50,8,250,80,5,17,4,22,29.33
2024-07-09,Oncology,19,6,50,8,250,80,5,15,4,20,29.33
2024-07-10,Emergency,71,71,50,26,250,136,11,35,6,46,54.0
2024-07-10,Cardiology,34,7,50,15,250,80,5,17,4,22,31.67
2024-07-10,Neurology,23,4,50,8,250,80,5,15,6,20,29.33
2024-07-10,Orthopedics,27,8,50,11,250,80,5,15,5,20,30.33
2024-07-10,Pediatrics,39,13,50,17,250,80,6,19,5,25,32.33
2024-07-10,Oncology,18,3,50,10,250,80,5,15,5,20,30.0
2024-07-11,Emergency,70,70,50,22,250,156,11,35,5,46,59.33
2024-07-11,Cardiology,30,7,50,15,250,80,5,15,6,20,31.67
2024-07-11,Neurology,23,12,50,10,250,80,5,15,5,20,30.0
2024-07-11,Orthopedics,23,7,50,10,250,80,5,15,6,20,30.0
2024-07-11,Pediatrics,30,6,50,10,250,87,5,15,6,20,32.33
2024-07-11,Oncology,21,3,50,8,250,80,5,15,4,20,29.33
2024-07-12,Emergency,67,67,50,22,250,130,11,33,6,44,50.67
2024-07-12,Cardiology,29,11,50,8,250,80,5,15,4,20,29.33
2024-07-12,Neurology,25,8,50,8,250,80,5,15,6,20,29.33
2024-07-12,Orthopedics,29,11,50,8,250,80,5,15,5,20,29.33
2024-07-12,Pediatrics,42,13,50,14,250,105,7,21,5,28,39.67
2024-07-12,Oncology,20,5,50,8,250,80,5,15,6,20,29.33
2024-07-13,Emergency,74,74,50,19,250,153,12,37,6,49,57.33
2024-07-13,Cardiology,43,12,50,17,250,80,7,21,5,28,32.33
2024-07-13,Neurology,31,8,50,8,250,80,5,15,5,20,29.33
2024-07-13,Orthopedics,42,13,50,14,250,87,7,21,5,28,33.67
2024-07-13,Pediatrics,47,13,50,17,250,101,7,23,5,30,39.33
2024-07-13,Oncology,29,3,50,8,250,80,5,15,4,20,29.33
2024-07-14,Emergency,74,74,50,23,250,147,12,37,5,49,56.67
2024-07-14,Cardiology,36,7,50,8,250,80,6,18,5,24,29.33
2024-07-14,Neurology,32,11,50,9,250,80,5,16,5,21,29.67
2024-07-14,Orthopedics,37,11,50,11,250,80,6,18,4,24,30.33
2024-07-14,Pediatrics,48,17,50,21,250,90,8,24,5,32,37.0
2024-07-14,Oncology,25,7,50,8,250,80,5,15,6,20,29.33
2024-07-15,Emergency,61,61,50,21,250,86,10,30,4,40,35.67
2024-07-15,Cardiology,32,7,50,13,250,80,5,16,6,21,31.0
2024-07-15,Neurology,29,8,50,8,250,80,5,15,4,20,29.33
2024-07-15,Orthopedics,22,9,50,8,250,80,5,15,5,20,29.33
2024-07-15,Pediatrics,30,7,50,8,250,80,5,15,5,20,29.33
2024-07-15,Oncology,21,6,50,8,250,80,5,15,6,20,29.33
2024-07-16,Emergency,66,66,50,22,250,136,11,33,4,44,52.67
2024-07-16,Cardiology,43,16,50,9,250,84,7,21,6,28,31.0
2024-07-16,Neurology,23,9,50,8,250,80,5,15,6,20,29.33
2024-07-16,Orthopedics,23,11,50,8,250,80,5,15,6,20,29.33
2024-07-16,Pediatrics,38,9,50,12,250,80,6,19,4,25,30.67
2024-07-16,Oncology,17,7,50,8,250,80,5,15,4,20,29.33
2024-07-17,Emergency,67,67,50,25,250,125,11,33,5,44,50.0
2024-07-17,Cardiology,33,9,50,11,250,80,5,16,5,21,30.33
2024-07-17,Neurology,30,11,50,8,250,80,5,15,6,20,29.33
2024-07-17,Orthopedics,25,9,50,11,250,80,5,15,5,20,30.33
2024-07-17,Pediatrics,34,7,50,12,250,80,5,17,5,22,30.67
2024-07-17,Oncology,21,7,50,8,250,80,5,15,4,20,29.33
2024-07-18,Emergency,70,70,50,22,250,123,11,35,5,46,48.33
2024-07-18,Cardiology,29,10,50,10,250,80,5,15,6,20,30.0
2024-07-18,Neurology,30,6,50,14,250,80,5,15,4,20,31.33
2024-07-18,Orthopedics,29,7,50,8,250,80,5,15,6,20,29.33
2024-07-18,Pediatrics,32,13,50,9,250,80,5,16,4,21,29.67
2024-07-18,Oncology,20,5,50,8,250,80,5,15,4,20,29.33
2024-07-19,Emergency,67,67,50,18,250,115,11,33,4,44,44.33
2024-07-19,Cardiology,21,6,50,8,250,80,5,15,6,20,29.33
2024-07-19,Neurology,20,6,50,8,250,80,5,15,5,20,29.33
2024-07-19,Orthopedics,34,7,50,14,250,80,5,17,6,22,31.33
2024-07-19,Pediatrics,37,11,50,18,250,80,6,18,6,24,32.67
2024-07-19,Oncology,16,6,50,8,250,80,5,15,6,20,29.33
2024-07-20,Emergency,76,76,50,23,250,156,12,38,5,50,59.67
2024-07-20,Cardiology,38,10,50,17,250,80,6,19,5,25,32.33
2024-07-20,Neurology,37,16,50,13,250,89,6,18,4,24,34.0
2024-07-20,Orthopedics,41,10,50,14,250,87,6,20,6,26,33.67
2024-07-20,Pediatrics,47,11,50,13,250,100,7,23,5,30,37.67
2024-07-20,Oncology,21,6,50,8,250,80,5,15,5,20,29.33
2024-07-21,Emergency,76,76,50,27,250,144,12,38,6,50,57.0
2024-07-21,Cardiology,43,11,50,13,250,80,7,21,5,28,31.0
2024-07-21,Neurology,32,10,50,8,250,80,5,16,5,21,29.33
2024-07-21,Orthopedics,39,7,50,13,250,85,6,19,4,25,32.67
2024-07-21,Pediatrics,45,12,50,16,250,100,7,22,4,29,38.67
2024-07-21,Oncology,17,7,50,8,250,80,5,15,6,20,29.33
2024-07-22,Emergency,58,58,50,19,250,107,9,29,5,38,42.0
2024-07-22,Cardiology,30,7,50,9,250,80,5,15,4,20,29.67
2024-07-22,Neurology,25,6,50,8,250,80,5,15,6,20,29.33
2024-07-22,Orthopedics,30,6,50,14,250,80,5,15,6,20,31.33
2024-07-22,Pediatrics,25,7,50,11,250,80,5,15,6,20,30.33
2024-07-22,Oncology,18,5,50,8,250,80,5,15,5,20,29.33
2024-07-23,Emergency,63,63,50,26,250,126,10,31,5,41,50.67
2024-07-23,Cardiology,43,11,50,11,250,83,7,21,6,28,31.33
2024-07-23,Neurology,28,10,50,16,250,80,5,15,4,20,32.0
2024-07-23,Orthopedics,25,2,50,8,250,80,5,15,4,20,29.33
2024-07-23,Pediatrics,38,7,50,11,250,80,6,19,6,25,30.33
2024-07-23,Oncology,18,9,50,11,250,80,5,15,4,20,30.33
2024-07-24,Emergency,72,72,50,30,250,142,12,36,6,48,57.33
2024-07-24,Cardiology,30,7,50,8,250,80,5,15,4,20,29.33
2024-07-24,Neurology,25,6,50,8,250,80,5,15,5,20,29.33
2024-07-24,Orthopedics,31,7,50,13,250,80,5,15,6,20,31.0
2024-07-24,Pediatrics,36,12,50,15,250,80,6,18,4,24,31.67
2024-07-24,Oncology,17,5,50,10,250,80,5,15,5,20,30.0
2024-07-25,Emergency,72,72,50,23,250,138,12,36,5,48,53.67
2024-07-25,Cardiology,27,10,50,8,250,80,5,15,4,20,29.33
2024-07-25,Neurology,28,7,50,13,250,80,5,15,5,20,31.0
2024-07-25,Orthopedics,32,14,50,12,250,80,5,16,5,21,30.67
2024-07-25,Pediatrics,39,14,50,13,250,80,6,19,4,25,31.0
2024-07-25,Oncology,16,7,50,8,250,80,5,15,6,20,29.33
2024-07-26,Emergency,62,62,50,19,250,132,10,31,6,41,50.33
2024-07-26,Cardiology,31,12,50,8,250,80,5,15,4,20,29.33
2024-07-26,Neurology,28,8,50,8,250,80,5,15,6,20,29.33
2024-07-26,Orthopedics,28,7,50,8,250,80,5,15,4,20,29.33
2024-07-26,Pediatrics,42,13,50,18,250,99,7,21,6,28,39.0
2024-07-26,Oncology,18,4,50,8,250,80,5,15,4,20,29.33
2024-07-27,Emergency,69,69,50,25,250,122,11,34,5,45,49.0
2024-07-27,Cardiology,32,10,50,10,250,80,5,16,6,21,30.0
2024-07-27,Neurology,36,10,50,12,250,80,6,18,5,24,30.67
2024-07-27,Orthopedics,39,13,50,12,250,90,6,19,6,25,34.0
2024-07-27,Pediatrics,39,10,50,13,250,88,6,19,5,25,33.67
2024-07-27,Oncology,29,8,50,8,250,80,5,15,5,20,29.33
2024-07-28,Emergency,70,70,50,31,250,138,11,35,6,46,56.33
2024-07-28,Cardiology,44,13,50,18,250,80,7,22,6,29,32.67
2024-07-28,Neurology,29,9,50,13,250,80,5,15,5,20,31.0
2024-07-28,Orthopedics,39,12,50,8,250,92,6,19,5,25,33.33
2024-07-28,Pediatrics,40,12,50,14,250,80,6,20,6,26,31.33
2024-07-28,Oncology,17,3,50,8,250,80,5,15,5,20,29.33
2024-07-29,Emergency,61,61,50,22,250,111,10,30,5,40,44.33
2024-07-29,Cardiology,30,9,50,8,250,80,5,15,5,20,29.33
2024-07-29,Neurology,24,4,50,9,250,80,5,15,5,20,29.67
2024-07-29,Orthopedics,30,8,50,13,250,80,5,15,5,20,31.0
2024-07-29,Pediatrics,38,12,50,16,250,80,6,19,5,25,32.0
2024-07-29,Oncology,14,3,50,8,250,80,5,15,5,20,29.33
2024-07-30,Emergency,61,61,50,27,250,120,10,30,6,40,49.0
2024-07-30,Cardiology,27,6,50,9,250,80,5,15,5,20,29.67
2024-07-30,Neurology,22,9,50,8,250,80,5,15,5,20,29.33
2024-07-30,Orthopedics,26,8,50,8,250,80,5,15,4,20,29.33
2024-07-30,Pediatrics,35,10,50,9,250,80,5,17,4,22,29.67
2024-07-30,Oncology,14,3,50,8,250,80,5,15,5,20,29.33
2024-07-31,Emergency,62,62,50,23,250,123,10,31,4,41,48.67
2024-07-31,Cardiology,26,5,50,8,250,80,5,15,6,20,29.33
2024-07-31,Neurology,25,4,50,10,250,80,5,15,6,20,30.0
2024-07-31,Orthopedics,24,11,50,8,250,80,5,15,5,20,29.33
2024-07-31,Pediatrics,32,11,50,12,250,80,5,16,4,21,30.67
2024-07-31,Oncology,14,10,50,8,250,80,5,15,4,20,29.33
2024-08-01,Emergency,65,65,50,24,250,135,10,32,6,42,53.0
2024-08-01,Cardiology,33,11,50,9,250,87,5,16,4,21,32.0
2024-08-01,Neurology,30,10,50,10,250,80,5,15,5,20,30.0
2024-08-01,Orthopedics,26,3,50,13,250,80,5,15,6,20,31.0
2024-08-01,Pediatrics,28,10,50,9,250,80,5,15,4,20,29.67
2024-08-01,Oncology,9,2,50,8,250,80,5,15,6,20,29.33
2024-08-02,Emergency,59,59,50,21,250,128,9,29,5,38,49.67
2024-08-02,Cardiology,28,13,50,8,250,80,5,15,6,20,29.33
2024-08-02,Neurology,23,10,50,9,250,80,5,15,5,20,29.67
2024-08-02,Orthopedics,22,4,50,8,250,80,5,15,6,20,29.33
2024-08-02,Pediatrics,35,10,50,16,250,80,5,17,6,22,32.0
2024-08-02,Oncology,6,4,50,8,250,80,5,15,5,20,29.33
2024-08-03,Emergency,72,72,50,28,250,142,12,36,6,48,56.67
2024-08-03,Cardiology,38,12,50,18,250,80,6,19,5,25,32.67
2024-08-03,Neurology,30,9,50,10,250,80,5,15,6,20,30.0
2024-08-03,Orthopedics,40,11,50,21,250,85,6,20,6,26,35.33
2024-08-03,Pediatrics,41,13,50,14,250,95,6,20,6,26,36.33
2024-08-03,Oncology,17,5,50,8,250,80,5,15,6,20,29.33
2024-08-04,Emergency,75,75,50,27,250,135,12,37,4,49,54.0
2024-08-04,Cardiology,42,12,50,10,250,80,7,21,4,28,30.0
2024-08-04,Neurology,32,13,50,8,250,80,5,16,4,21,29.33
2024-08-04,Orthopedics,36,11,50,11,250,80,6,18,6,24,30.33
2024-08-04,Pediatrics,46,13,50,12,250,106,7,23,4,30,39.33
2024-08-04,Oncology,26,6,50,12,250,80,5,15,6,20,30.67
2024-08-05,Emergency,63,63,50,22,250,115,10,31,4,41,45.67
2024-08-05,Cardiology,24,7,50,8,250,80,5,15,4,20,29.33
2024-08-05,Neurology,18,5,50,8,250,80,5,15,6,20,29.33
2024-08-05,Orthopedics,26,7,50,9,250,80,5,15,4,20,29.67
2024-08-05,Pediatrics,36,10,50,13,250,80,6,18,4,24,31.0
2024-08-05,Oncology,14,6,50,8,250,80,5,15,6,20,29.33
2024-08-06,Emergency,60,60,50,17,250,122,10,30,6,40,46.33
2024-08-06,Cardiology,29,12,50,8,250,80,5,15,5,20,29.33
2024-08-06,Neurology,15,4,50,9,250,80,5,15,6,20,29.67
2024-08-06,Orthopedics,31,7,50,12,250,80,5,15,6,20,30.67
2024-08-06,Pediatrics,35,12,50,8,250,80,5,17,4,22,29.33
2024-08-06,Oncology,10,2,50,8,250,80,5,15,6,20,29.33
2024-08-07,Emergency,68,68,50,24,250,136,11,34,5,45,53.33
2024-08-07,Cardiology,30,10,50,12,250,80,5,15,6,20,30.67
2024-08-07,Neurology,26,9,50,10,250,80,5,15,5,20,30.0
2024-08-07,Orthopedics,18,5,50,11,250,80,5,15,6,20,30.33
2024-08-07,Pediatrics,34,9,50,13,250,80,5,17,6,22,31.0
2024-08-07,Oncology,12,2,50,8,250,80,5,15,6,20,29.33
2024-08-08,Emergency,63,63,50,20,250,105,10,31,5,41,41.67
2024-08-08,Cardiology,30,10,50,8,250,80,5,15,6,20,29.33
2024-08-08,Neurology,29,14,50,13,250,80,5,15,5,20,31.0
2024-08-08,Orthopedics,34,9,50,9,250,86,5,17,4,22,31.67
2024-08-08,Pediatrics,30,6,50,8,250,80,5,15,5,20,29.33
2024-08-08,Oncology,10,2,50,8,250,80,5,15,4,20,29.33
2024-08-09,Emergency,63,63,50,23,250,130,10,31,6,41,51.0
2024-08-09,Cardiology,32,10,50,10,250,80,5,16,6,21,30.0
2024-08-09,Neurology,23,4,50,9,250,80,5,15,5,20,29.67
2024-08-09,Orthopedics,26,8,50,9,250,80,5,15,5,20,29.67
2024-08-09,Pediatrics,31,10,50,8,250,80,5,15,6,20,29.33
2024-08-09,Oncology,19,6,50,8,250,80,5,15,5,20,29.33
2024-08-10,Emergency,77,77,50,21,250,159,12,38,5,50,60.0
2024-08-10,Cardiology,37,11,50,14,250,80,6,18,4,24,31.33
2024-08-10,Neurology,39,10,50,10,250,80,6,19,5,25,30.0
2024-08-10,Orthopedics,31,10,50,14,250,80,5,15,4,20,31.33
2024-08-10,Pediatrics,45,16,50,16,250,85,7,22,6,29,33.67
2024-08-10,Oncology,22,11,50,8,250,80,5,15,6,20,29.33
2024-08-11,Emergency,65,65,50,23,250,127,10,32,4,42,50.0
2024-08-11,Cardiology,39,14,50,17,250,80,6,19,6,25,32.33
2024-08-11,Neurology,25,5,50,9,250,80,5,15,5,20,29.67
2024-08-11,Orthopedics,31,12,50,8,250,80,5,15,4,20,29.33
2024-08-11,Pediatrics,37,10,50,16,250,80,6,18,6,24,32.0
2024-08-11,Oncology,26,7,50,10,250,80,5,15,5,20,30.0
2024-08-12,Emergency,58,58,50,18,250,119,9,29,4,38,45.67
2024-08-12,Cardiology,33,14,50,13,250,80,5,16,4,21,31.0
2024-08-12,Neurology,21,6,50,8,250,80,5,15,5,20,29.33
2024-08-12,Orthopedics,20,8,50,8,250,80,5,15,5,20,29.33
2024-08-12,Pediatrics,37,12,50,11,250,93,6,18,6,24,34.67
2024-08-12,Oncology,7,3,50,8,250,80,5,15,4,20,29.33
2024-08-13,Emergency,65,65,50,21,250,135,10,32,4,42,52.0
2024-08-13,Cardiology,31,5,50,14,250,80,5,15,5,20,31.33
2024-08-13,Neurology,27,6,50,15,250,80,5,15,6,20,31.67
2024-08-13,Orthopedics,25,9,50,11,250,80,5,15,5,20,30.33
2024-08-13,Pediatrics,36,9,50,14,250,80,6,18,5,24,31.33
2024-08-13,Oncology,15,4,50,9,250,80,5,15,4,20,29.67
2024-08-14,Emergency,60,60,50,18,250,138,10,30,6,40,52.0
2024-08-14,Cardiology,33,7,50,13,250,80,5,16,6,21,31.0
2024-08-14,Neurology,26,9,50,9,250,80,5,15,5,20,29.67
2024-08-14,Orthopedics,22,2,50,8,250,80,5,15,6,20,29.33
2024-08-14,Pediatrics,35,14,50,8,250,80,5,17,4,22,29.33
2024-08-14,Oncology,21,4,50,9,250,80,5,15,6,20,29.67
2024-08-15,Emergency,73,73,50,25,250,149,12,36,4,48,58.0
2024-08-15,Cardiology,26,9,50,8,250,80,5,15,5,20,29.33
2024-08-15,Neurology,20,7,50,8,250,80,5,15,5,20,29.33
2024-08-15,Orthopedics,29,10,50,10,250,80,5,15,4,20,30.0
2024-08-15,Pediatrics,27,5,50,9,250,80,5,15,6,20,29.67
2024-08-15,Oncology,13,5,50,8,250,80,5,15,5,20,29.33
2024-08-16,Emergency,64,64,50,21,250,126,10,32,4,42,49.0
2024-08-16,Cardiology,34,12,50,14,250,80,5,17,5,22,31.33
2024-08-16,Neurology,17,5,50,9,250,80,5,15,6,20,29.67
2024-08-16,Orthopedics,34,11,50,14,250,80,5,17,4,22,31.33
2024-08-16,Pediatrics,31,10,50,8,250,80,5,15,5,20,29.33
2024-08-16,Oncology,14,7,50,8,250,80,5,15,5,20,29.33
2024-08-17,Emergency,73,73,50,28,250,138,12,36,5,48,55.33
2024-08-17,Cardiology,33,9,50,13,250,80,5,16,5,21,31.0
2024-08-17,Neurology,29,6,50,8,250,80,5,15,4,20,29.33
2024-08-17,Orthopedics,34,10,50,11,250,80,5,17,4,22,30.33
2024-08-17,Pediatrics,36,12,50,15,250,80,6,18,6,24,31.67
2024-08-17,Oncology,15,4,50,8,250,80,5,15,4,20,29.33
2024-08-18,Emergency,69,69,50,26,250,134,11,34,4,45,53.33
2024-08-18,Cardiology,34,10,50,12,250,80,5,17,6,22,30.67
2024-08-18,Neurology,26,7,50,8,250,80,5,15,5,20,29.33
2024-08-18,Orthopedics,29,10,50,8,250,80,5,15,6,20,29.33
2024-08-18,Pediatrics,49,14,50,17,250,102,8,24,6,32,39.67
2024-08-18,Oncology,20,3,50,8,250,80,5,15,6,20,29.33
2024-08-19,Emergency,65,65,50,21,250,130,10,32,6,42,50.33
2024-08-19,Cardiology,33,10,50,10,250,80,5,16,5,21,30.0
2024-08-19,Neurology,19,10,50,8,250,80,5,15,4,20,29.33
2024-08-19,Orthopedics,30,10,50,10,250,80,5,15,6,20,30.0
2024-08-19,Pediatrics,33,11,50,15,250,80,5,16,5,21,31.67
2024-08-19,Oncology,11,4,50,8,250,80,5,15,5,20,29.33
2024-08-20,Emergency,58,58,50,21,250,108,9,29,6,38,43.0
2024-08-20,Cardiology,22,5,50,8,250,80,5,15,6,20,29.33
2024-08-20,Neurology,19,6,50,8,250,80,5,15,5,20,29.33
2024-08-20,Orthopedics,19,6,50,8,250,80,5,15,4,20,29.33
2024-08-20,Pediatrics,26,6,50,8,250,80,5,15,4,20,29.33
2024-08-20,Oncology,16,4,50,9,250,80,5,15,6,20,29.67
2024-08-21,Emergency,57,57,50,20,250,121,9,28,6,37,47.0
2024-08-21,Cardiology,25,8,50,8,250,80,5,15,4,20,29.33
2024-08-21,Neurology,14,5,50,8,250,80,5,15,6,20,29.33
2024-08-21,Orthopedics,24,5,50,8,250,80,5,15,5,20,29.33
2024-08-21,Pediatrics,30,9,50,8,250,80,5,15,5,20,29.33
2024-08-21,Oncology,11,3,50,8,250,80,5,15,5,20,29.33
2024-08-22,Emergency,61,61,50,17,250,126,10,30,6,40,47.67
2024-08-22,Cardiology,31,7,50,10,250,80,5,15,5,20,30.0
2024-08-22,Neurology,20,6,50,8,250,80,5,15,5,20,29.33
2024-08-22,Orthopedics,19,4,50,8,250,80,5,15,5,20,29.33
2024-08-22,Pediatrics,32,11,50,8,250,80,5,16,5,21,29.33
2024-08-22,Oncology,13,4,50,8,250,80,5,15,6,20,29.33
2024-08-23,Emergency,58,58,50,18,250,127,9,29,6,38,48.33
2024-08-23,Cardiology,28,9,50,8,250,80,5,15,5,20,29.33
2024-08-23,Neurology,24,11,50,11,250,80,5,15,5,20,30.33
2024-08-23,Orthopedics,17,4,50,8,250,80,5,15,4,20,29.33
2024-08-23,Pediatrics,28,6,50,10,250,80,5,15,6,20,30.0
2024-08-23,Oncology,14,2,50,8,250,80,5,15,4,20,29.33
2024-08-24,Emergency,69,69,50,21,250,144,11,34,6,45,55.0
2024-08-24,Cardiology,34,13,50,13,250,80,5,17,4,22,31.0
2024-08-24,Neurology,25,5,50,8,250,80,5,15,6,20,29.33
2024-08-24,Orthopedics,26,6,50,8,250,80,5,15,5,20,29.33
2024-08-24,Pediatrics,40,11,50,15,250,80,6,20,5,26,31.67
2024-08-24,Oncology,17,5,50,8,250,80,5,15,6,20,29.33
2024-08-25,Emergency,69,69,50,24,250,140,11,34,5,45,54.67
2024-08-25,Cardiology,31,10,50,12,250,80,5,15,4,20,30.67
2024-08-25,Neurology,23,5,50,8,250,80,5,15,6,20,29.33
2024-08-25,Orthopedics,37,8,50,15,250,80,6,18,6,24,31.67
2024-08-25,Pediatrics,30,8,50,9,250,80,5,15,4,20,29.67
2024-08-25,Oncology,24,6,50,8,250,80,5,15,6,20,29.33
2024-08-26,Emergency,67,67,50,22,250,143,11,33,5,44,55.0
2024-08-26,Cardiology,24,4,50,8,250,80,5,15,4,20,29.33
2024-08-26,Neurology,20,2,50,9,250,80,5,15,6,20,29.67
2024-08-26,Orthopedics,24,12,50,10,250,80,5,15,4,20,30.0
2024-08-26,Pediatrics,31,11,50,15,250,80,5,15,6,20,31.67
2024-08-26,Oncology,10,4,50,8,250,80,5,15,6,20,29.33
2024-08-27,Emergency,60,60,50,17,250,121,10,30,5,40,46.0
2024-08-27,Cardiology,21,8,50,8,250,80,5,15,6,20,29.33
2024-08-27,Neurology,21,8,50,8,250,80,5,15,4,20,29.33
2024-08-27,Orthopedics,27,7,50,8,250,80,5,15,4,20,29.33
2024-08-27,Pediatrics,38,11,50,12,250,95,6,19,5,25,35.67
2024-08-27,Oncology,18,4,50,8,250,80,5,15,6,20,29.33
2024-08-28,Emergency,65,65,50,22,250,111,10,32,4,42,44.33
2024-08-28,Cardiology,25,7,50,8,250,80,5,15,6,20,29.33
2024-08-28,Neurology,21,6,50,8,250,80,5,15,4,20,29.33
2024-08-28,Orthopedics,20,7,50,8,250,80,5,15,5,20,29.33
2024-08-28,Pediatrics,36,12,50,14,250,80,6,18,4,24,31.33
2024-08-28,Oncology,12,3,50,8,250,80,5,15,6,20,29.33
2024-08-29,Emergency,57,57,50,22,250,97,9,28,5,37,39.67
2024-08-29,Cardiology,21,4,50,13,250,80,5,15,6,20,31.0
2024-08-29,Neurology,16,5,50,8,250,80,5,15,5,20,29.33
2024-08-29,Orthopedics,26,6,50,8,250,80,5,15,4,20,29.33
2024-08-29,Pediatrics,34,10,50,12,250,80,5,17,4,22,30.67
2024-08-29,Oncology,11,4,50,8,250,80,5,15,4,20,29.33
2024-08-30,Emergency,58,58,50,18,250,113,9,29,5,38,43.67
2024-08-30,Cardiology,39,6,50,14,250,80,6,19,5,25,31.33
2024-08-30,Neurology,18,6,50,8,250,80,5,15,4,20,29.33
2024-08-30,Orthopedics,25,8,50,9,250,80,5,15,5,20,29.67
2024-08-30,Pediatrics,42,13,50,16,250,80,7,21,6,28,32.0
2024-08-30,Oncology,14,2,50,8,250,80,5,15,5,20,29.33
2024-08-31,Emergency,66,66,50,19,250,132,11,33,5,44,50.33
2024-08-31,Cardiology,34,7,50,8,250,80,5,17,6,22,29.33
2024-08-31,Neurology,21,6,50,11,250,80,5,15,5,20,30.33
2024-08-31,Orthopedics,29,7,50,10,250,80,5,15,6,20,30.0
2024-08-31,Pediatrics,36,7,50,12,250,82,6,18,6,24,31.33
2024-08-31,Oncology,27,6,50,12,250,80,5,15,4,20,30.67
2024-09-01,Emergency,72,72,50,30,250,148,12,36,6,48,59.33
2024-09-01,Cardiology,31,9,50,8,250,80,5,15,6,20,29.33
2024-09-01,Neurology,28,8,50,8,250,80,5,15,5,20,29.33
2024-09-01,Orthopedics,30,6,50,8,250,80,5,15,5,20,29.33
2024-09-01,Pediatrics,33,8,50,10,250,80,5,16,4,21,30.0
2024-09-01,Oncology,29,6,50,13,250,80,5,15,5,20,31.0
2024-09-02,Emergency,58,58,50,22,250,111,9,29,6,38,44.33
2024-09-02,Cardiology,33,5,50,10,250,80,5,16,4,21,30.0
2024-09-02,Neurology,24,6,50,16,250,80,5,15,6,20,32.0
2024-09-02,Orthopedics,17,5,50,8,250,80,5,15,6,20,29.33
2024-09-02,Pediatrics,29,6,50,8,250,80,5,15,6,20,29.33
2024-09-02,Oncology,17,7,50,8,250,80,5,15,4,20,29.33
2024-09-03,Emergency,63,63,50,20,250,110,10,31,5,41,43.33
2024-09-03,Cardiology,22,3,50,8,250,80,5,15,4,20,29.33
2024-09-03,Neurology,24,6,50,8,250,80,5,15,6,20,29.33
2024-09-03,Orthopedics,23,7,50,8,250,80,5,15,5,20,29.33
2024-09-03,Pediatrics,34,9,50,14,250,81,5,17,4,22,31.67
2024-09-03,Oncology,22,5,50,8,250,80,5,15,5,20,29.33
2024-09-04,Emergency,62,62,50,21,250,132,10,31,4,41,51.0
2024-09-04,Cardiology,34,10,50,9,250,80,5,17,5,22,29.67
2024-09-04,Neurology,20,6,50,8,250,80,5,15,6,20,29.33
2024-09-04,Orthopedics,30,9,50,15,250,80,5,15,4,20,31.67
2024-09-04,Pediatrics,39,12,50,14,250,86,6,19,4,25,33.33
2024-09-04,Oncology,14,6,50,8,250,80,5,15,5,20,29.33
2024-09-05,Emergency,61,61,50,23,250,129,10,30,6,40,50.67
2024-09-05,Cardiology,27,6,50,8,250,80,5,15,4,20,29.33
2024-09-05,Neurology,22,8,50,8,250,80,5,15,6,20,29.33
2024-09-05,Orthopedics,17,5,50,10,250,80,5,15,4,20,30.0
2024-09-05,Pediatrics,38,11,50,13,250,80,6,19,6,25,31.0
2024-09-05,Oncology,8,2,50,8,250,80,5,15,5,20,29.33
2024-09-06,Emergency,57,57,50,18,250,118,9,28,5,37,45.33
2024-09-06,Cardiology,26,9,50,11,250,80,5,15,5,20,30.33
2024-09-06,Neurology,18,4,50,8,250,80,5,15,4,20,29.33
2024-09-06,Orthopedics,22,7,50,8,250,80,5,15,4,20,29.33
2024-09-06,Pediatrics,29,7,50,13,250,80,5,15,5,20,31.0
2024-09-06,Oncology,10,2,50,8,250,80,5,15,6,20,29.33
2024-09-07,Emergency,69,69,50,26,250,146,11,34,5,45,57.33
2024-09-07,Cardiology,35,11,50,12,250,80,5,17,6,22,30.67
2024-09-07,Neurology,19,3,50,10,250,80,5,15,4,20,30.0
2024-09-07,Orthopedics,25,10,50,8,250,80,5,15,5,20,29.33
2024-09-07,Pediatrics,37,11,50,14,250,80,6,18,5,24,31.33
2024-09-07,Oncology,19,6,50,8,250,80,5,15,5,20,29.33
2024-09-08,Emergency,73,73,50,27,250,154,12,36,6,48,60.33
2024-09-08,Cardiology,40,12,50,12,250,88,6,20,5,26,33.33
2024-09-08,Neurology,30,10,50,9,250,80,5,15,6,20,29.67
2024-09-08,Orthopedics,32,6,50,9,250,80,5,16,4,21,29.67
2024-09-08,Pediatrics,35,6,50,17,250,80,5,17,4,22,32.33
2024-09-08,Oncology,12,5,50,8,250,80,5,15,5,20,29.33
2024-09-09,Emergency,59,59,50,22,250,113,9,29,5,38,45.0
2024-09-09,Cardiology,20,3,50,8,250,80,5,15,5,20,29.33
2024-09-09,Neurology,24,3,50,10,250,80,5,15,4,20,30.0
2024-09-09,Orthopedics,28,11,50,12,250,80,5,15,6,20,30.67
2024-09-09,Pediatrics,29,7,50,8,250,80,5,15,6,20,29.33
2024-09-09,Oncology,11,2,50,8,250,80,5,15,6,20,29.33
2024-09-10,Emergency,65,65,50,26,250,143,10,32,5,42,56.33
